"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV2212","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93","KD3-93",NA
"ASV2213","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","KD3-93","KD3-93",NA
"ASV2214","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","JG30-KF-CM45",NA
"ASV2215","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter",NA
"ASV2216","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pirellula",NA
"ASV2217","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Microscillaceae",NA
"ASV2218","Bacteria","Myxococcota","Polyangia","Polyangiales","Sandaracinaceae","Sandaracinaceae",NA
"ASV2219","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","WD2101 soil group",NA
"ASV2220","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae","Microtrichaceae",NA
"ASV2221","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium",NA
"ASV2222","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexaceae",NA
"ASV2223","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus","popilliae"
"ASV2224","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"ASV2225","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","LWQ8","LWQ8",NA
"ASV2226","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium",NA
"ASV2227","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacterales","Vicinamibacterales",NA
"ASV2228","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9","RBG-13-54-9","RBG-13-54-9",NA
"ASV2229","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilus",NA
"ASV2230","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter",NA
"ASV2231","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter","stalactiti"
"ASV2232","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Adhaeribacter",NA
"ASV2233","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae",NA
"ASV2234","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Rhabdobacter",NA
"ASV2235","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae",NA
"ASV2236","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus",NA
"ASV2237","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae","Microbacterium","oxydans"
"ASV2238","Bacteria","Chloroflexi","Ktedonobacteria","C0119","C0119","C0119",NA
"ASV2239","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","Tepidisphaeraceae","Tepidisphaera",NA
"ASV2240","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Microscillaceae",NA
"ASV2241","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae",NA
"ASV2242","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ASV2243","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b",NA
"ASV2244","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium",NA
"ASV2245","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Caenimonas",NA
"ASV2246","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Erwiniaceae","Pantoea","vagans"
"ASV2247","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"ASV2248","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacterales","Vicinamibacterales",NA
"ASV2249","Bacteria","Firmicutes","Bacilli","Alicyclobacillales","Alicyclobacillaceae","Tumebacillus",NA
"ASV2250","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Xanthobacteraceae",NA
"ASV2251","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","Ktedonobacteraceae",NA
"ASV2252","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","FCPS473",NA
"ASV2253","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Conexibacter",NA
"ASV2254","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"ASV2255","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Bradyrhizobium",NA
"ASV2256","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum",NA
"ASV2257","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Dactylosporangium",NA
"ASV2258","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales","Rhizobiales",NA
"ASV2259","Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales","Puniceispirillales Incertae Sedis","Constrictibacter",NA
"ASV2260","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Singulisphaera",NA
"ASV2261","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter",NA
"ASV2262","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV2263","Bacteria","Acidobacteriota","Blastocatellia","Pyrinomonadales","Pyrinomonadaceae","RB41",NA
"ASV2264","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Ramlibacter",NA
"ASV2265","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","asahii"
"ASV2266","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","Chloroplast","Chloroplast",NA
"ASV2267","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV2268","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV2269","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Intrasporangiaceae","Lapillicoccus",NA
"ASV2270","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","AKIW781",NA
"ASV2271","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV2272","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24","CCD24","CCD24",NA
"ASV2273","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Methylobacterium-Methylorubrum","oxalidis"
"ASV2274","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","monticola"
"ASV2275","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acetobacteraceae",NA
"ASV2276","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Blastocatella",NA
"ASV2277","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangiaceae",NA
"ASV2278","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus",NA
"ASV2279","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","FFCH7168",NA
"ASV2280","Bacteria","Abditibacteriota","Abditibacteria","Abditibacteriales","Abditibacteriaceae","Abditibacterium",NA
"ASV2281","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","JG30-KF-AS9","JG30-KF-AS9",NA
"ASV2282","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus","nealsonii"
"ASV2283","Bacteria","Chloroflexi","Ktedonobacteria","C0119","C0119","C0119",NA
"ASV2284","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter",NA
"ASV2285","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Nakamurellaceae","Nakamurella",NA
"ASV2286","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Edaphobaculum",NA
"ASV2287","Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae","Oligoflexus",NA
"ASV2288","Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Mycobacteriaceae","Mycobacterium",NA
"ASV2289","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b",NA
"ASV2290","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillales","Azospirillales",NA
"ASV2291","Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Cohnella",NA
"ASV2292","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas",NA
"ASV2293","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","JG30-KF-CM45",NA
"ASV2294","Bacteria","Chloroflexi","Chloroflexi","Chloroflexi","Chloroflexi","Chloroflexi",NA
"ASV2295","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Kouleothrix",NA
"ASV2296","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Rhodopirellula",NA
"ASV2297","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","WD2101 soil group",NA
"ASV2298","Bacteria","Actinobacteriota","Actinobacteria","Pseudonocardiales","Pseudonocardiaceae","Actinomycetospora",NA
"ASV2299","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"ASV2300","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Falsirhodobacter",NA
"ASV2301","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Stigmatella","aurantiaca"
"ASV2302","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia",NA
"ASV2303","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","WD2101 soil group",NA
"ASV2304","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae",NA
"ASV2305","Bacteria","Myxococcota","Polyangia","Blfdi19","Blfdi19","Blfdi19",NA
"ASV2306","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"ASV2307","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Flavisolibacter",NA
"ASV2308","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia","timonae"
"ASV2309","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"ASV2310","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutus",NA
"ASV2311","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter",NA
"ASV2312","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","WD2101 soil group",NA
"ASV2313","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV2314","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","Myxococcaceae",NA
"ASV2315","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter",NA
"ASV2316","Bacteria","Planctomycetota","Phycisphaerae","Tepidisphaerales","WD2101 soil group","WD2101 soil group",NA
"ASV2317","Bacteria","Chloroflexi","TK10","TK10","TK10","TK10",NA
"ASV2318","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Microscillaceae","Microscillaceae",NA
"ASV2319","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter",NA
"ASV2320","Bacteria","Actinobacteriota","Actinobacteria","Streptomycetales","Streptomycetaceae","Streptomyces","turgidiscabies"
"ASV2321","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Kouleothrix",NA
"ASV2322","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Tundrisphaera",NA
"ASV2323","Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales","Chthonomonadales","Chthonomonadales",NA
"ASV2324","Bacteria","Actinobacteriota","Actinobacteria","Kineosporiales","Kineosporiaceae","Kineosporiaceae",NA
"ASV2325","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichales","Microtrichales",NA
"ASV2326","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","AKIW781","AKIW781",NA
"ASV2327","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexaceae",NA
"ASV2328","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae","Roseiflexaceae",NA
"ASV2329","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum",NA
"ASV2330","Bacteria","Acidobacteriota","Acidobacteriae","Paludibaculum","Paludibaculum","Paludibaculum",NA
"ASV2331","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae",NA
"ASV2332","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides",NA
"ASV2333","Bacteria","Actinobacteriota","Rubrobacteria","Rubrobacterales","Rubrobacteriaceae","Rubrobacter",NA
"ASV2334","Bacteria","Chloroflexi","TK10","TK10","TK10","TK10",NA
"ASV2335","Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast","Chloroplast","Chloroplast",NA
"ASV2336","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium",NA
"ASV2337","Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV2338","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Bacillus",NA
"ASV2339","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter","paludis"
"ASV2340","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Nitrosospira",NA
"ASV2341","Bacteria","Cyanobacteria","Cyanobacteriia","Oxyphotobacteria Incertae Sedis","Unknown Family","Leptolyngbya EcFYyyy-00",NA
"ASV2342","Bacteria","Acidobacteriota","Blastocatellia","DS-100","DS-100","DS-100",NA
"ASV2343","Bacteria","Chloroflexi","KD4-96","KD4-96","KD4-96","KD4-96",NA
"ASV2344","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Geodermatophilaceae","Modestobacter",NA
"ASV2345","Bacteria","Chloroflexi","Ktedonobacteria","C0119","C0119","C0119",NA
"ASV2346","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium",NA
"ASV2347","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Xanthobacteraceae",NA
"ASV2348","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae","Candidatus Alysiosphaera",NA
"ASV2349","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Cellvibrionaceae","Cellvibrio",NA
